AdditiveChi2Sampler, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
Nystroem, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
KernelRidge, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
Birch, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors
MeanShift, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, score, kneighbors
KMeans, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, kneighbors
FeatureAgglomeration, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
BisectingKMeans, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, kneighbors
HistGradientBoostingRegressor, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
OPTICS, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, score, kneighbors
PolynomialFeatures, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
IterativeImputer, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
MultiTaskLasso, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
RandomForestRegressor, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
GraphicalLasso, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
MinCovDet, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
LedoitWolf, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
OAS, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
EmpiricalCovariance, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
ShrunkCovariance, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
FactorAnalysis, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, kneighbors, fit_predict
DictionaryLearning, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
FastICA, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
IncrementalPCA, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
KernelPCA, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
QuadraticDiscriminantAnalysis, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
PCA, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, kneighbors, fit_predict
MiniBatchDictionaryLearning, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
LinearDiscriminantAnalysis, to_xgboost, to_lightgbm, kneighbors, fit_predict
TruncatedSVD, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
SparsePCA, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
GenericUnivariateSelect, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
SelectFwe, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
SelectFpr, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
SequentialFeatureSelector, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
GaussianProcessClassifier, predict_log_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
VarianceThreshold, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
GaussianProcessRegressor, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
KNNImputer, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
MissingIndicator, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
TSNE, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
Isomap, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
SpectralEmbedding, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
LGBMRegressor, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_sklearn, kneighbors, fit_predict
BayesianGaussianMixture, predict_log_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors
GridSearchCV, to_xgboost, to_lightgbm
GaussianMixture, predict_log_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors
XGBRFClassifier, predict_log_proba, decision_function, transform, to_sklearn, to_lightgbm, kneighbors, fit_predict
OneVsOneClassifier, predict_log_proba, predict_proba, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
RandomizedSearchCV, to_xgboost, to_lightgbm
OneVsRestClassifier, predict_log_proba, transform, to_xgboost, to_lightgbm, kneighbors ,fit_predict
GaussianNB, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
BernoulliNB, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
OutputCodeClassifier, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
CategoricalNB, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
MiniBatchKMeans, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, kneighbors
LabelSpreading, predict_log_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
KNeighborsClassifier, predict_log_proba, decision_function, transform, to_xgboost, to_lightgbm, fit_predict
KNeighborsRegressor, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, fit_predict
LocalOutlierFactor, predict_log_proba, predict_proba, transform, to_xgboost, to_lightgbm, score
NearestCentroid, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
KernelDensity, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
RidgeClassifier, predict_log_proba, predict_proba, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
SpectralClustering, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, score, kneighbors
RidgeClassifierCV, predict_log_proba, predict_proba, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
RadiusNeighborsClassifier, predict_log_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
LabelPropagation, predict_log_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
TransformedTargetRegressor, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
PassiveAggressiveClassifier, predict_log_proba, predict_proba, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
XGBRFRegressor, predict_log_proba, predict_proba, decision_function, transform, to_sklearn, to_lightgbm, kneighbors, fit_predict
XGBClassifier, predict_log_proba, decision_function, transform, to_sklearn, to_lightgbm, kneighbors, fit_predict
GradientBoostingRegressor, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
MultinomialNB, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
LogisticRegression, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
MDS, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
SelectPercentile, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
SelectFdr, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
XGBRegressor, predict_log_proba, predict_proba, decision_function, transform, to_sklearn, to_lightgbm, kneighbors, fit_predict
GraphicalLassoCV, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
SelectKBest, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
MiniBatchSparsePCA, predict, predict_log_proba, predict_proba, decision_function, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
EllipticEnvelope, predict_log_proba, predict_proba, transform, to_xgboost, to_lightgbm, kneighbors
LassoLars, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
SpectralCoclustering, predict, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, score, kneighbors, fit_predict
LogisticRegressionCV, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
LassoLarsCV, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
LassoCV, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
ElasticNet, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
LassoLarsIC, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
LinearRegression, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
GammaRegressor, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
ElasticNetCV, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
BayesianRidge, predict_log_proba, predict_proba, decision_function, transform, to_xgboost, to_lightgbm, kneighbors, fit_predict
